Name,Location,Type,Time,Price
Ballet (Children) - Grade 2,The Serangoon CC,Workshops & Classes,3:30 PM - 5:00 PM,From $31.00 to $41.00
Ballroom Latin (HealthierSG),The Serangoon CC,Workshops & Classes,1:45 PM - 3:00 PM,From $100.00 to $110.00
Ballroom Modern (Adult) - Intermediate (HealthierSG),The Serangoon CC,Workshops & Classes,3:00 PM - 5:00 PM,From $160.00 to $170.00
Ballet (Children) - Grade 2,The Serangoon CC,Workshops & Classes,5:00 PM - 6:15 PM,From $312.00 to $322.00
Ballet (Majors) - Advanced 1,The Serangoon CC,Workshops & Classes,6:15 PM - 7:45 PM,From $360.00 to $370.00
Ballet (Children) - Grade 4,The Serangoon CC,Workshops & Classes,4:45 PM - 6:15 PM,From $360.00 to $370.00
Ballet (Majors) - Advanced 1,The Serangoon CC,Workshops & Classes,6:15 PM - 8:45 PM,From $600.00 to $610.00
Ballet (Majors) - Advanced 1,The Serangoon CC,Workshops & Classes,9:00 AM - 10:30 AM,From $330.00 to $340.00
Ballet (Children) - Grade 5,The Serangoon CC,Workshops & Classes,10:30 AM - 12:00 PM,From $330.00 to $340.00
Ballet (Majors) - Intermediate,The Serangoon CC,Workshops & Classes,12:00 PM - 1:30 PM,From $330.00 to $340.00
Ballet (Children) - Grade 3,The Serangoon CC,Workshops & Classes,6:15 PM - 7:30 PM,From $297.00 to $307.00
Ballet (Majors) - Advanced 2,The Serangoon CC,Workshops & Classes,7:30 PM - 9:00 PM,From $310.00 to $320.00
Ballet (Majors) - Intermediate,The Frontier CC,Workshops & Classes,10:00 AM - 11:00 AM,From $198.00 to $203.00
Ballet (Children) - Grade 3,The Frontier CC,Workshops & Classes,12:00 PM - 1:00 PM,From $168.00 to $178.00
Ballroom Latin (Adult) - Intermediate (HealthierSG),The Frontier CC,Workshops & Classes,8:30 PM - 9:30 PM,From $90.00 to $100.00
Line Dance (Adult) - Intermediate (HealthierSG),The Frontier CC,Workshops & Classes,7:00 PM - 8:30 PM,From $75.00 to $85.00
Line Dance (Adult) - Elementary (HealthierSG),The Frontier CC,Workshops & Classes,1:30 PM - 3:00 PM,From $60.00 to $65.00
Recreational Folk Dance (Intermediate) (HealthierSG),Whampoa CC,Workshops & Classes,10:00 AM - 12:00 PM,From $35.00 to $45.00
Ballroom Modern (Adult) - Intermediate (HealthierSG),Whampoa CC,Workshops & Classes,4:00 PM - 5:15 PM,From $120.00 to $130.00
Ballroom Modern (Adult) - Intermediate (HealthierSG),Whampoa CC,Workshops & Classes,5:15 PM - 6:30 PM,From $120.00 to $130.00
Piloxing® SSP (HealthierSG),Woodgrove-Fuchun CC,Workshops & Classes,7:30 PM - 8:30 PM,From $90.00 to $100.00
Zumba® Fitness (HealthierSG),Woodgrove-Fuchun CC,Workshops & Classes,8:30 PM - 9:30 PM,From $90.00 to $100.00
Line Dance (Senior Citizen) - Elementary (HealthierSG),West Coast Vista RN,Workshops & Classes,7:30 PM - 9:00 PM,$50.00
Ballet (Children) - Pre-Primary,Yew Tee CC,Workshops & Classes,8:00 PM - 8:45 PM,From $130.00 to $140.00
Ballet (Children) - Grade 1,Yew Tee CC,Workshops & Classes,6:00 PM - 7:00 PM,From $145.00 to $155.00
Ballet (Children) - Grade 2,Yew Tee CC,Workshops & Classes,7:00 PM - 8:00 PM,From $155.00 to $165.00
Ballet (Children) - Pre-Primary,Yew Tee CC,Workshops & Classes,5:15 PM - 6:00 PM,From $130.00 to $140.00
Ballet (Children) - Grade 2,Yew Tee CC,Workshops & Classes,6:00 PM - 7:00 PM,From $155.00 to $165.00
Ballet (Children) - Primary,Yew Tee CC,Workshops & Classes,7:00 PM - 7:45 PM,From $135.00 to $145.00
Ballet (Majors) - Advanced 2,Yew Tee CC,Workshops & Classes,8:00 PM - 9:00 PM,From $240.00 to $250.00
Ballet (Majors) - Intermediate Foundation,Yew Tee CC,Workshops & Classes,5:00 PM - 6:00 PM,From $230.00 to $240.00
Ballet (Children) - Pre-Primary,Yew Tee CC,Workshops & Classes,6:00 PM - 6:45 PM,From $130.00 to $140.00
Ballet (Children) - Grade 1,Yew Tee CC,Workshops & Classes,10:00 AM - 11:00 AM,From $145.00 to $155.00
Ballet (Children) - Grade 8,Yew Tee CC,Workshops & Classes,11:00 AM - 12:00 PM,From $215.00 to $225.00
Ballet (Majors) - Advanced 1,Yew Tee CC,Workshops & Classes,12:15 PM - 1:15 PM,From $240.00 to $250.00
Ballet (Majors) - Advanced 1,Yew Tee CC,Workshops & Classes,4:30 PM - 5:30 PM,From $240.00 to $250.00
Ballet (Children) - Grade 4,Yew Tee CC,Workshops & Classes,1:30 PM - 2:30 PM,From $262.50 to $272.50
Ballet (Children) - Grade 2,Yew Tee CC,Workshops & Classes,2:30 PM - 3:30 PM,From $155.00 to $165.00
Ballet (Majors) - Intermediate,Yew Tee CC,Workshops & Classes,3:30 PM - 4:30 PM,From $230.00 to $240.00
Ballet (Majors) - Intermediate,Yew Tee CC,Workshops & Classes,5:30 PM - 6:30 PM,From $230.00 to $240.00
Line Dance (Adult) - Elementary (HealthierSG),Yew Tee CC,Workshops & Classes,10:00 AM - 11:30 AM,From $40.00 to $50.00
Line Dance (Adult) - Elementary (HealthierSG),Yew Tee CC,Workshops & Classes,11:45 AM - 1:15 PM,From $40.00 to $50.00
Zumba® Fitness (HealthierSG),Yew Tee CC,Workshops & Classes,8:30 PM - 9:30 PM,From $90.00 to $100.00
Line Dance (Adult) - Elementary (HealthierSG),Yew Tee CC,Workshops & Classes,10:00 AM - 11:30 AM,From $40.00 to $50.00
Recreational Folk Dance (Intermediate) (HealthierSG),Yew Tee CC,Workshops & Classes,4:00 PM - 6:00 PM,From $35.00 to $45.00
Recreational Folk Dance (Intermediate) (HealthierSG),Yew Tee CC,Workshops & Classes,10:00 AM - 12:00 PM,From $35.00 to $45.00
Recreational Folk Dance (Intermediate) (HealthierSG),Yew Tee CC,Workshops & Classes,7:30 PM - 9:00 PM,From $35.00 to $45.00
Recreational Folk Dance (Intermediate) (HealthierSG),Yew Tee CC,Workshops & Classes,11:30 AM - 1:00 PM,From $35.00 to $45.00
Recreational Folk Dance (Elementary) (HealthierSG),Woodlands Galaxy CC,Workshops & Classes,2:00 PM - 4:00 PM,From $30.00 to $36.00
Ballet (Children) - Grade 7,Woodlands Galaxy CC,Workshops & Classes,7:00 PM - 8:00 PM,From $235.00 to $245.00
Bharathanatyam (Elementary) - Children,Woodlands Galaxy CC,Workshops & Classes,6:00 PM - 7:00 PM,From $70.00 to $80.00
Recreational Folk Dance (Elementary) (HealthierSG),Woodlands Galaxy CC,Workshops & Classes,8:00 PM - 9:30 PM,From $30.00 to $36.00
Recreational Folk Dance (Intermediate) (HealthierSG),Yuhua CC,Workshops & Classes,10:00 AM - 12:00 PM,From $40.00 to $45.00
Recreational Folk Dance (Elementary) (HealthierSG),Yuhua CC,Workshops & Classes,2:00 PM - 4:00 PM,From $40.00 to $45.00
Chinese Dance (Children),Yuhua CC,Workshops & Classes,2:30 PM - 4:00 PM,From $120.00 to $125.00
Chinese Dance (Children),Yuhua CC,Workshops & Classes,4:00 PM - 5:30 PM,From $120.00 to $125.00
Chinese Dance (Children),Yuhua CC,Workshops & Classes,5:30 PM - 7:00 PM,From $120.00 to $125.00
Chinese Dance (Children),Yuhua CC,Workshops & Classes,7:00 PM - 8:30 PM,From $120.00 to $125.00
Line Dance (Adult) - Elementary (HealthierSG),Yishun Hearts RN,Workshops & Classes,7:30 PM - 9:30 PM,From $35.00 to $45.00
Hip Hop Dance (Adult) (HealthierSG),Yishun River Green RN,Workshops & Classes,1:00 PM - 2:00 PM,From $160.00 to $170.00
Hip Hop Dance (Kids),Yishun River Green RN,Workshops & Classes,2:00 PM - 2:45 PM,From $160.00 to $170.00
Hip Hop Dance (Kids),Yishun River Green RN,Workshops & Classes,5:30 PM - 6:15 PM,From $160.00 to $170.00
Hip Hop Dance (Kids),Yishun River Green RN,Workshops & Classes,6:15 PM - 7:15 PM,From $160.00 to $170.00
Hip Hop Dance (Teens),Yishun River Green RN,Workshops & Classes,7:15 PM - 8:15 PM,From $160.00 to $170.00
Hip Hop Dance (Adult) (HealthierSG),Yishun River Green RN,Workshops & Classes,8:15 PM - 9:15 PM,From $160.00 to $170.00
Recreational Folk Dance (Elementary) (HealthierSG),Yishun River Vale RN,Workshops & Classes,10:00 AM - 12:00 PM,$35.00
Indian Classical Dance (Children) - Elementary,Zhenghua-Senja Square RN,Workshops & Classes,6:30 PM - 7:30 PM,$70.00
Latin American Ballroom Dance 101 (For Adults) (HealthierSG),Zhenghua-Senja Square RN,Workshops & Classes,11:00 AM - 12:00 PM,$120.00
Ballet (Children) - Grade 1,Ace The Place CC,Workshops & Classes,5:00 PM - 6:00 PM,From $95.00 to $105.00
Zumba® Fitness (HealthierSG),Ace The Place CC,Workshops & Classes,8:00 PM - 9:00 PM,From $60.00 to $63.00
Zumba® Fitness (HealthierSG),Ace The Place CC,Workshops & Classes,8:00 PM - 9:00 PM,From $95.00 to $105.00
Indian Classical Dance (Adult) - Elementary (HealthierSG),Ace The Place CC,Workshops & Classes,10:00 AM - 11:00 AM,From $200.00 to $210.00
Indian Classical Dance (Children) - Elementary,Ace The Place CC,Workshops & Classes,11:00 AM - 12:00 PM,From $200.00 to $210.00
K-Pop MV Dance! (HealthierSG),Ace The Place CC,Workshops & Classes,7:30 PM - 8:30 PM,From $45.00 to $50.00
Korean Pop Dance (HealthierSG),Bedok CC,Workshops & Classes,7:00 PM - 8:00 PM,From $95.00 to $125.00
Korean Pop Dance (HealthierSG),Bedok CC,Workshops & Classes,8:00 PM - 9:00 PM,From $95.00 to $125.00
Line Dance (Adult) - Elementary (HealthierSG),Bedok CC,Workshops & Classes,4:45 PM - 6:00 PM,From $65.00 to $75.00
Recreational Folk Dance (Elementary) (HealthierSG),Bedok CC,Workshops & Classes,7:00 PM - 9:00 PM,From $30.00 to $40.00
Bhangra Dance (HealthierSG),Bedok CC,Workshops & Classes,8:00 PM - 9:00 PM,From $75.00 to $85.00
Ballet (Children) - Grade 6,Ayer Rajah CC,Workshops & Classes,11:00 AM - 12:30 PM,From $292.50 to $302.50
Recreational Folk Dance (Elementary) (HealthierSG),Ang Mo Kio-Hougang Sunflower RN,Workshops & Classes,8:00 PM - 9:30 PM,$30.00
Zumba® Fitness (HealthierSG),Anchorvale CC,Workshops & Classes,9:30 AM - 10:30 AM,From $50.00 to $55.00
Zumba® Fitness (HealthierSG),Anchorvale CC,Workshops & Classes,7:45 PM - 8:45 PM,From $50.00 to $60.00
Zumba® Fitness (HealthierSG),Anchorvale CC,Workshops & Classes,11:00 AM - 12:00 PM,From $50.00 to $60.00
Zumba® Fitness (HealthierSG),Anchorvale CC,Workshops & Classes,7:15 PM - 8:15 PM,From $50.00 to $55.00
Zumba® Fitness (HealthierSG),Anchorvale CC,Workshops & Classes,7:15 PM - 8:15 PM,From $50.00 to $55.00
Zumba® Fitness (HealthierSG),Anchorvale CC,Workshops & Classes,8:30 PM - 9:30 PM,From $50.00 to $55.00
Ballet (Children) - Pre-Primary Foundation,Anchorvale CC,Workshops & Classes,5:00 PM - 5:45 PM,From $220.00 to $230.00
Ballet (Children) - Grade 2,Anchorvale CC,Workshops & Classes,5:45 PM - 6:45 PM,From $280.00 to $290.00
Ballet (Children) - Grade 3,Anchorvale CC,Workshops & Classes,6:45 PM - 7:45 PM,From $290.00 to $300.00
Ballet (Children) - Grade 4,Anchorvale CC,Workshops & Classes,4:30 PM - 5:30 PM,From $300.00 to $310.00
Ballet (Children) - Grade 5,Anchorvale CC,Workshops & Classes,5:30 PM - 7:00 PM,From $320.00 to $330.00
Ballet (Children) - Grade 8,Anchorvale CC,Workshops & Classes,9:15 AM - 10:45 AM,From $350.00 to $360.00
Ballet (Children) - Grade 3,Anchorvale CC,Workshops & Classes,10:45 AM - 11:45 AM,From $290.00 to $300.00
Ballet (Children) - Pre-Primary Foundation,Anchorvale CC,Workshops & Classes,11:45 AM - 12:30 PM,From $220.00 to $230.00
Ballet (Children) - Grade 4,Anchorvale CC,Workshops & Classes,2:00 PM - 3:00 PM,From $300.00 to $310.00
Ballet (Children) - Grade 1,Anchorvale CC,Workshops & Classes,3:00 PM - 4:00 PM,From $260.00 to $270.00
Line Dance (Adult) - Intermediate (HealthierSG),Anchorvale CC,Workshops & Classes,11:00 AM - 12:00 PM,From $60.00 to $70.00
Ballet (Children) - Pre-Primary,Anchorvale CC,Workshops & Classes,5:30 PM - 6:15 PM,From $220.00 to $230.00
Ballet (Children) - Pre-Primary,Anchorvale CC,Workshops & Classes,6:15 PM - 7:00 PM,From $220.00 to $230.00
Ballet (Majors) - Intermediate Foundation,Anchorvale CC,Workshops & Classes,4:00 PM - 5:30 PM,From $360.00 to $370.00
Indian Classical Dance (Children) - Elementary,Anchorvale CC,Workshops & Classes,12:30 PM - 1:30 PM,From $120.00 to $130.00
Line Dance (Adult) - Advanced (HealthierSG),Ang Mo Kio-Hougang Orchid RN,Workshops & Classes,7:30 PM - 9:00 PM,$55.00
Step Aerobics (HealthierSG),Ang Mo Kio-Hougang Palmview RN,Workshops & Classes,7:00 PM - 8:00 PM,$118.00
Step Aerobics (HealthierSG),Ang Mo Kio-Hougang Palmview RN,Workshops & Classes,8:30 AM - 9:30 AM,$118.00
Line Dance (Adult) - Elementary (HealthierSG),Aljunied CC,Workshops & Classes,4:30 PM - 5:30 PM,From $55.00 to $65.00
Ballet (Majors) - Intermediate Foundation,Aljunied CC,Workshops & Classes,5:30 PM - 7:00 PM,From $220.00 to $230.00
Ballet (Majors) - Intermediate,Aljunied CC,Workshops & Classes,7:00 PM - 8:30 PM,From $250.00 to $260.00
Recreational Folk Dance (Intermediate) (HealthierSG),Aljunied CC,Workshops & Classes,1:00 PM - 3:00 PM,From $35.00 to $40.00
Zumba Gold® (HealthierSG),Bishan CC,Workshops & Classes,7:00 PM - 8:00 PM,From $90.00 to $102.00
Chinese Dance (Adult) (HealthierSG),Bishan CC,Workshops & Classes,7:00 PM - 8:30 PM,From $62.00 to $74.00
Zumba® Fitness (HealthierSG),Bishan CC,Workshops & Classes,11:00 AM - 12:00 PM,From $90.00 to $102.00
Zumba® Fitness (HealthierSG),Bishan CC,Workshops & Classes,12:15 PM - 1:15 PM,From $90.00 to $102.00
Zumba® Fitness (HealthierSG),Bishan CC,Workshops & Classes,12:45 PM - 1:45 PM,From $90.00 to $102.00
Indian Classical Dance (Adult) - Elementary (HealthierSG),Bishan CC,Workshops & Classes,7:00 PM - 8:00 PM,From $120.00 to $132.00
Zumba® Fitness (HealthierSG),Bishan CC,Workshops & Classes,7:30 PM - 8:30 PM,From $95.00 to $105.00
Zumba® Fitness (HealthierSG),Bishan CC,Workshops & Classes,7:00 PM - 8:00 PM,From $90.00 to $102.00
FEEL The Workout™ (HealthierSG),Bishan CC,Workshops & Classes,7:00 PM - 8:00 PM,From $108.00 to $120.00
Oxigeno® (HealthierSG),Bishan CC,Workshops & Classes,11:00 AM - 12:00 PM,From $120.00 to $132.00
PILOXING® Barre (HealthierSG),Bishan CC,Workshops & Classes,10:30 AM - 11:30 AM,From $120.00 to $132.00
Piloxing ® (HealthierSG),Bishan CC,Workshops & Classes,10:30 AM - 11:30 AM,From $120.00 to $132.00
Boogie Bounce Xtreme - Trampoline Fitness (HealthierSG),Bidadari CC,Workshops & Classes,7:15 PM - 8:15 PM,From $130.00 to $144.00
Boogie Bounce Xtreme - Trampoline Fitness (HealthierSG),Bidadari CC,Workshops & Classes,10:30 AM - 11:30 AM,From $130.00 to $144.00
Zumba® Fitness (HealthierSG),Bidadari CC,Workshops & Classes,8:00 PM - 9:00 PM,From $90.00 to $100.00
Adult Ballet Class (HealthierSG),Bidadari CC,Workshops & Classes,12:00 PM - 1:00 PM,From $280.00 to $290.00
Ballet (Children) - Grade 3,Bidadari CC,Workshops & Classes,3:15 PM - 4:15 PM,From $310.00 to $320.00
Line Dance (Adult) - Elementary (HealthierSG),Bidadari CC,Workshops & Classes,3:15 PM - 4:45 PM,From $80.00 to $90.00
Line Dance (Adult) - Intermediate (HealthierSG),Bidadari CC,Workshops & Classes,2:00 PM - 3:30 PM,From $80.00 to $90.00
Line Dance (Adult) - Elementary (HealthierSG),Bidadari CC,Workshops & Classes,12:00 PM - 1:30 PM,From $80.00 to $90.00
Zumba® Fitness (HealthierSG),Bidadari CC,Workshops & Classes,7:30 PM - 8:30 PM,From $90.00 to $100.00
Zumba® Fitness (HealthierSG),Bidadari CC,Workshops & Classes,10:30 AM - 11:30 AM,From $90.00 to $100.00
Zumba® Fitness (HealthierSG),Bidadari CC,Workshops & Classes,6:50 PM - 7:50 PM,From $90.00 to $100.00
Zumba® Fitness (HealthierSG),Bidadari CC,Workshops & Classes,10:30 AM - 11:30 AM,From $90.00 to $100.00
Ballet (Children) - Primary,Bidadari CC,Workshops & Classes,11:30 AM - 12:15 PM,From $270.00 to $280.00
Jazz for Juniors (Age 5 to 8 years old),Bidadari CC,Workshops & Classes,12:15 PM - 1:00 PM,From $270.00 to $280.00
Adult Ballet Class (HealthierSG),Bidadari CC,Workshops & Classes,1:00 PM - 2:00 PM,From $280.00 to $290.00
POUND® (HealthierSG),Bidadari CC,Workshops & Classes,7:00 PM - 8:00 PM,From $110.00 to $120.00
Ballet (Children) - Pre-Primary,Bidadari CC,Workshops & Classes,4:15 PM - 5:00 PM,From $250.00 to $260.00
Piloxing ® (HealthierSG),Bidadari CC,Workshops & Classes,7:00 PM - 8:00 PM,From $110.00 to $120.00
Piloxing ® (HealthierSG),Bidadari CC,Workshops & Classes,7:00 PM - 8:00 PM,From $110.00 to $120.00
POUND® (HealthierSG),Bidadari CC,Workshops & Classes,8:00 PM - 9:00 PM,From $110.00 to $120.00
Piloxing ® (HealthierSG),Bidadari CC,Workshops & Classes,10:45 AM - 11:45 AM,From $110.00 to $120.00
Hip Hop Dance (Children),Boon Lay CC,Workshops & Classes,3:30 PM - 4:30 PM,From $176.00 to $186.00
Belly Dance for Children,Tampines Changkat CC,Workshops & Classes,10:30 AM - 12:00 PM,From $20.00 to $25.00
Ballet (Children) - Grade 1,Tampines Changkat CC,Workshops & Classes,6:15 PM - 7:15 PM,From $230.00 to $240.00
Ballet (Children) - Grade 1,Tampines Changkat CC,Workshops & Classes,5:15 PM - 6:15 PM,From $230.00 to $240.00
Ballet (Children) - Grade 6,Tampines Changkat CC,Workshops & Classes,7:15 PM - 8:30 PM,From $275.00 to $285.00
Ballet (Children) - Grade 4,Tampines Changkat CC,Workshops & Classes,5:30 PM - 6:30 PM,From $250.00 to $260.00
Ballet (Children) - Grade 3,Tampines Changkat CC,Workshops & Classes,6:30 PM - 7:30 PM,From $250.00 to $260.00
Ballet (Children) - Grade 3,Tampines Changkat CC,Workshops & Classes,8:00 PM - 9:00 PM,From $250.00 to $260.00
Ballet (Children) - Grade 2,Tampines Changkat CC,Workshops & Classes,11:00 AM - 12:00 PM,From $250.00 to $260.00
Ballet (Children) - Primary,Tampines Changkat CC,Workshops & Classes,12:00 PM - 1:00 PM,From $200.00 to $210.00
Ballet (Children) - Pre-Primary,Tampines Changkat CC,Workshops & Classes,1:00 PM - 1:45 PM,From $180.00 to $190.00
Ballet (Children) - Pre-Primary,Tampines Changkat CC,Workshops & Classes,4:30 PM - 5:15 PM,From $180.00 to $190.00
Ballet (Majors) - Intermediate Foundation,Tampines Changkat CC,Workshops & Classes,8:30 PM - 9:45 PM,From $275.00 to $285.00
Modern Dance (HealthierSG),Tampines Changkat CC,Workshops & Classes,3:15 PM - 4:30 PM,From $275.00 to $285.00
Ballroom Latin (Adult) - Intermediate (HealthierSG),Tampines Central CC,Workshops & Classes,8:15 PM - 9:45 PM,From $100.00 to $105.00
Line Dance (Adult) - Intermediate (HealthierSG),Tampines Central CC,Workshops & Classes,1:00 PM - 2:30 PM,From $65.00 to $70.00
Bollywood Dance For Children,Tampines Central CC,Workshops & Classes,12:45 PM - 1:45 PM,From $80.00 to $90.00
Bollywood Dance For Children,Tampines Central CC,Workshops & Classes,1:45 PM - 2:45 PM,From $80.00 to $90.00
Ballroom Modern (Adult) - Elementary (HealthierSG),Tampines Central CC,Workshops & Classes,7:15 PM - 8:30 PM,From $50.00 to $55.00
Social Dance (Adult) - Elementary (HealthierSG),Tampines Central CC,Workshops & Classes,8:30 PM - 9:45 PM,From $50.00 to $55.00
Bharathanatyam (Elementary) - Children,Tampines Changkat Zone 8 RN,Workshops & Classes,6:30 PM - 7:30 PM,$80.00
Belly Dance - Elementary (HealthierSG),Tampines East CC,Workshops & Classes,11:45 AM - 12:45 PM,From $100.00 to $110.00
Belly Dance - Intermediate (HealthierSG),Tampines East CC,Workshops & Classes,10:00 AM - 11:00 AM,From $100.00 to $110.00
Bollywood Dance For Adults (HealthierSG),Tampines East CC,Workshops & Classes,10:00 AM - 11:00 AM,From $80.00 to $90.00
Zumba® Fitness (HealthierSG),Toa Payoh Central CC,Workshops & Classes,7:00 PM - 8:00 PM,From $45.00 to $55.00
Chinese Dance (Adult) (HealthierSG),Toa Payoh Central CC,Workshops & Classes,8:15 PM - 9:45 PM,From $45.00 to $55.00
Hoop Fitness - Intermediate (HealthierSG),Toa Payoh Central CC,Workshops & Classes,11:00 AM - 12:00 PM,From $100.00 to $110.00
Ballroom Modern (Adult) - Intermediate (with Prof T. certs) (HealthierSG),Toa Payoh Central CC,Workshops & Classes,1:00 PM - 2:00 PM,From $110.00 to $120.00
Ballroom Modern (Adult) - Intermediate (with Prof T. certs) (HealthierSG),Toa Payoh Central CC,Workshops & Classes,2:00 PM - 3:00 PM,From $110.00 to $120.00
Recreational Folk Dance (Elementary) (HealthierSG),Toa Payoh Central CC,Workshops & Classes,2:00 PM - 4:00 PM,From $30.00 to $40.00
Line Dance (Adult) - Elementary (HealthierSG),Toa Payoh Central CC,Workshops & Classes,3:00 PM - 4:30 PM,From $50.00 to $60.00
Indian Classical Dance (Adult) - Elementary (HealthierSG),Toa Payoh East CC,Workshops & Classes,10:00 AM - 11:30 AM,From $130.00 to $142.00
Zumba® Fitness (HealthierSG),Toa Payoh East CC,Workshops & Classes,7:30 PM - 8:30 PM,From $100.00 to $110.00
Ballet (Children) - Grade 2,Toa Payoh East CC,Workshops & Classes,3:45 PM - 4:45 PM,From $97.50 to $105.00
Hoop Fitness - Beginners (HealthierSG),Toa Payoh East CC,Workshops & Classes,7:15 PM - 8:15 PM,From $95.00 to $105.00
Hoop Fitness - Intermediate (HealthierSG),Toa Payoh East CC,Workshops & Classes,8:15 PM - 9:15 PM,From $100.00 to $110.00
Line Dance (Adult) - Intermediate (HealthierSG),Toa Payoh East CC,Workshops & Classes,10:15 AM - 11:45 AM,From $60.00 to $70.00
Hoop Fitness - Intermediate (HealthierSG),Toa Payoh Heights RN,Workshops & Classes,7:00 PM - 8:00 PM,From $100.00 to $110.00
Line Dance (Senior Citizen) - Elementary (HealthierSG),Tiong Bahru CC,Workshops & Classes,7:00 PM - 8:30 PM,From $40.00 to $50.00
LADIES' SOLO DANCE - ELEMENTARY (HealthierSG),Queenstown CC,Workshops & Classes,7:30 PM - 8:30 PM,From $128.00 to $133.00
Ballroom Modern (Adult) - Advanced (with Prof T. certs) (HealthierSG),Queenstown CC,Workshops & Classes,7:30 PM - 9:30 PM,From $32.00 to $37.00
Ladies' Dance Lite (HealthierSG),Queenstown CC,Workshops & Classes,9:15 AM - 10:15 AM,From $118.00 to $123.00
Ladies' Dance Lite (HealthierSG),Queenstown CC,Workshops & Classes,11:00 AM - 12:00 PM,From $118.00 to $123.00
Line Dance (Adult) - Intermediate (HealthierSG),Queenstown CC,Workshops & Classes,7:30 PM - 9:00 PM,From $70.00 to $75.00
Zumba® Fitness (HealthierSG),Punggol Waterfront RN,Workshops & Classes,8:00 PM - 9:00 PM,$95.00
Ballet (Children) - Grade 2,Punggol West CC,Workshops & Classes,5:30 PM - 6:30 PM,From $130.00 to $140.00
Ballet (Children) - Grade 4,Punggol West CC,Workshops & Classes,6:30 PM - 7:45 PM,From $220.00 to $230.00
Ballet (Children) - Pre-Primary,Punggol West CC,Workshops & Classes,4:45 PM - 5:30 PM,From $100.00 to $110.00
Trampoline Fitness (HealthierSG),Rivervale Gardens RN,Workshops & Classes,8:00 PM - 9:00 PM,$72.00
Indian Classical Dance (Children) - Elementary,Rivervale Arc RN,Workshops & Classes,11:00 AM - 12:00 PM,$65.00
Line Dance (Adult) - Elementary (HealthierSG),Tampines North CC,Workshops & Classes,6:30 PM - 8:00 PM,From $55.00 to $65.00
Line Dance (Adult) - Intermediate (HealthierSG),Tampines North CC,Workshops & Classes,8:00 PM - 9:30 PM,From $60.00 to $70.00
TRUDANCE Ballet Grade 3,Tampines North CC,Workshops & Classes,6:00 PM - 7:00 PM,From $93.80 to $103.80
Ballet (Children) - Grade 4,Tampines North CC,Workshops & Classes,7:00 PM - 8:00 PM,From $100.00 to $110.00
Ballet for Pre-School,Tampines North CC,Workshops & Classes,10:00 AM - 10:45 AM,From $50.00 to $60.00
BALLET GRADE 2 BY TRUDANCE,Tampines North CC,Workshops & Classes,10:45 AM - 11:45 AM,From $70.00 to $80.00
BALLET GRADE 1 BY TRUDANCE,Tampines North CC,Workshops & Classes,11:45 AM - 12:45 PM,From $65.00 to $75.00
BALLET PRIMARY BY TRUDANCE,Tampines North CC,Workshops & Classes,12:45 PM - 1:30 PM,From $60.00 to $70.00
Ballet (Children) - Grade 4,Tampines North CC,Workshops & Classes,1:30 PM - 2:30 PM,From $80.00 to $90.00
BALLET INTER FOUNDATION BY TRUDANCE,Tampines North CC,Workshops & Classes,2:30 PM - 4:00 PM,From $115.00 to $125.00
TRUDANCE Ballet Grade 5,Tampines North CC,Workshops & Classes,4:00 PM - 5:15 PM,From $85.00 to $95.00
BALLET FOR PRE-PRIMARY BY TRUDANCE,Tampines North CC,Workshops & Classes,5:15 PM - 6:00 PM,From $55.00 to $65.00
BALLET GRADE 1 BY TRUDANCE,Tampines North CC,Workshops & Classes,6:00 PM - 7:00 PM,From $81.30 to $91.30
BALLET GRADE 2 BY TRUDANCE,Tampines North CC,Workshops & Classes,7:00 PM - 8:00 PM,From $87.50 to $97.50
TRUDANCE Ballet Grade 7,Tampines North CC,Workshops & Classes,8:00 PM - 9:30 PM,From $118.80 to $128.80
BALLET INTER FOUNDATION BY TRUDANCE,Tampines North CC,Workshops & Classes,8:00 PM - 9:30 PM,From $143.80 to $153.80
Zumba® Fitness (HealthierSG),Tampines Weaveview RN,Workshops & Classes,8:30 PM - 9:30 PM,$36.00
HOOP FITNESS (HealthierSG),Tanglin CC,Workshops & Classes,7:00 PM - 8:00 PM,From $95.00 to $105.00
Line Dance (Adult) - Intermediate (HealthierSG),Tampines West CC,Workshops & Classes,1:00 PM - 5:00 PM,$5.00
Line Dance (Adult) - Intermediate (HealthierSG),Tampines West CC,Workshops & Classes,1:00 PM - 5:00 PM,$5.00
Line Dance (Adult) - Intermediate (HealthierSG),Tampines West CC,Workshops & Classes,4:00 PM - 9:00 PM,$5.00
Line Dance (Adult) - Intermediate (HealthierSG),Tampines West CC,Workshops & Classes,4:00 PM - 9:00 PM,$5.00
Line Dance (Adult) - Intermediate (HealthierSG),Tampines West CC,Workshops & Classes,1:00 PM - 5:00 PM,$5.00
Line Dance (Adult) - Intermediate (HealthierSG),Tampines West CC,Workshops & Classes,1:00 PM - 5:00 PM,$5.00
Line Dance (Adult) - Intermediate (HealthierSG),Tampines West CC,Workshops & Classes,1:00 PM - 5:00 PM,$5.00
Salsation® (HealthierSG),Tampines West CC,Workshops & Classes,8:00 PM - 9:00 PM,From $50.00 to $55.00
Indian Dance – Elementary (Online) (HealthierSG),Tampines West CC,Workshops & Classes,5:00 PM - 6:00 PM,From $180.00 to $190.00
